,,,,,,,,,,,,,
,LEGENDA:,ATIVIDADE PERIÓDICA,,,,,,,,,,,
,,ATIVIDADE CONCLUÍDA,,,,,,,,,,,
,,ATIVIDADE INICIADA,,,,,,,,,,,
,,ATIVIDADE PRIORITÁRIA,,,,,,,,,,,
,,,,,,,,,,,,,
,PLANO ESTRATÉGICO BGF ,,,,,,,,,,,,
,,,,,,,,,,,,,
,"PESSOAL, POR FAVOR, ATUALIZAR OS STATUS DE CADA ÁREA, E CASO TENHAM ALGO A ACRESCENTAR PODEM COLOCAR!!! PROXIMA REUNIÃO DIA 24/01/2025.",,,,Não Iniciado,      LEGENDA DOS STATUS,Periódico,,,Iniciado,Concluído,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Área,Plano Estratégico,O que fazer - para executar o plano,Status,Responsável,Prioridades,"Data de início
real","Data de término
real",OBSERVAÇÕES,"Data de início
antecipado","Data de término
antecipado",Custo estimado,"Real
,OPERAÇÕES/CIVIL,30.Testes químicos nos laudos estrutural e civil;,,Concluído,Matheus Freitas,,,,,,,,
,OPERAÇÕES/CIVIL,31.Verificação aérea com drone;,,Concluído,Matheus Freitas,,,,,,,,
,OPERAÇÕES/CIVIL,32.Atualização no fluxograma descritivo dos sistemas de Hidráulica e Incêndio.,,Concluído,Matheus Freitas,,,,,,,,
,OPERAÇÕES/MECÂNICA,"33.Maior detalhamento em auditoria (todos equipamentos, ""inventário, testes)",,Concluído,Vhagson/Luan,,,,,,,,
,OPERAÇÕES/MECÂNICA,"34.Maior detalhamento nos rellatórios (fluxogramas, tabelas)",,Concluído,Vhagson/Luan,,,,,,,,
,RECURSOS HUMANOS,"1. Desenhar organização, com organograma fixo e móvel","Desenhar como somos | Desenhar como queremos ser e um organograma móvel
Atividade iniciada pelo setor administrativo, com a descrição / categorização / prazo das atividades",Iniciado,Beatriz F. | Pedro,1,23/02/2024 + 08/03/2024,29/08/2025,"Livro: Empresa Orgânica - Jair Moggi        Envio do organograma circular-radial-celular para análise em 05/05/2025, 21/05/2025 (reunião) e 17/07/2025 (atualização)",---,---,---,---
,RECURSOS HUMANOS,2. Propor descrições de cargo e das posições e incluir conceito Scrum,"Entrevistando e depois compilando as informações coletadas
Atividade iniciada pelo setor administrativo, com a descrição / categorização / prazo das atividades",Iniciado,Pedro,---,26/04/2024,30/09/2025,---,---,---,---,---
,RECURSOS HUMANOS,3. Eficiência energética e projetos,"Contratação do Augusto Noce Volkmer e realização de reuniões entre ele, o Flávio e a Nayara",Concluído,Flávio | Nayara | Pedro,---,19/02/2024,31/12/2024,---,---,---,---,---
,RECURSOS HUMANOS,4. Retenção dos bons,"Conversas mais empáticas, feedbacks transparentes / construtivos e valorização",Periódico,Flávio | Nayara | Pedro,---,01/01/2024,31/12/2024,---,---,---,---,---
,RECURSOS HUMANOS,5. Procurar novos parceiros e novas fontes,"Visita em instituições de ensino, indicações de colaboradores e novos canais de divulgação etc
Uninove Santo Amaro | Senai Ary Torres | Etec Takashi Morita | Senai Paulo Ernesto Tolle | Ítalo Brasileiro",Concluído,Pedro,---,08/08/2022,31/12/2024,---,---,---,---,---
,RECURSOS HUMANOS,"6. Elaborar/disponibilizar novos comunicados internos, como assédio e CIPA",Elaborar/disponibilizar os comunicados,Concluído,Pedro,---,01/01/2024,31/12/2024,---,---,---,---,---
,RECURSOS HUMANOS,7. Organizar os processos seletivos solicitados e incluir novas atividades e dinâmicas nas etapas das seleções,"Cadastrar/divulgar vagas em novos meios (Yduqs/Estácio + Unisa | Ítalo, Senac, Senai, Anhembi, Uninove, Unisa, Cruzeiro, Estácio, Unip) e pesquisar/testar/adotar novas atividades/dinâmicas",Concluído,Pedro,---,07/03/2025,31/07/2025,"Cadastro Conecta Unisa / Encontre Sua Vaga - Yduqs - Estácio (reunião em 03/06/2025) / Senac Carreiras / Ulife - São Judas Tadeu - Anhembi Morumbi (Ânima Educação) / Banco de Talentos Crea-SP                                      Aproximadamente 300 candidatos(as) contactados(as), incluindo Nube, LinkedIn, faculdades, processos anteriores e indicações, com aproximadamente 40 entrevistas individuais agendadas                                                  Utilização massiva do WhatsApp nas etapas do processo seletivo                               Dinâmica em Grupo (Perguntas ""Bate e Responde"" / ""Apresentação"" / ""Continuando Palavras"" / ""Expressando Opiniões"") + Kit                                                                             Testes com 7 (sete) candidatos(as)                                                       Contratação de 4 (quatro) estagiários(as)                     Palestra Introdutória/Onboarding                                            Montagem/disponibilização Kit Onboarding",---,---,---,---
,RECURSOS HUMANOS,8. Elaboração do documento de “Partes Interessadas (Stakeholders)”,"Definição das partes interessadas, das necessidades / expectativas e da forma de atendimento",Concluído,Pedro,---,21/02/2024,10/03/2024,---,---,---,---,---
,RECURSOS HUMANOS,9. Comunicados internos: “AÇÕES PARA UM AMBIENTE CORPORATIVO MAIS SAUDÁVEL” e “JUNTOS PELA SAÚDE E SEGURANÇA NO TRABALHO”,Tempo disponível e utilização de outras referências,Concluído,Pedro,---,12/03/2024 + 30/08/2024 + 08/09/2024,13/03/2024 + 30/08/2024 + 09/09/2024,---,---,---,---,---
,RECURSOS HUMANOS,"10. Documentos: “CIPA”, “DISPOSIÇÕES ANTICORRUPÇÃO E ANTISSUBORNO” e “PRIVACIDADE E PROTEÇÃO DE DADOS PESSOAIS E DE CLIENTES”",Pesquisas normativas e adequação de documentos de referência,Concluído,Pedro,---,12/03/2024 + 31/07/2024,13/03/2024 + 29/08/2024,---,---,---,---,---
,RECURSOS HUMANOS,11. Novos restaurantes conveniados,"Pesquisas, prospecções, visitas, reuniões e negociações com novos restaurantes na região",Iniciado,Pedro,2,28/04/2025 + 12/05/2025 + 18/07/2025,29/08/2025,---,---,---,---,---
,RECURSOS HUMANOS,12. Elaboração de indicadores do RH,"Indicadores de admissões, rescisões, integrações por mês e do turnover da empresa                                                                                                                         Indicadores mensais dos restaurantes",Iniciado,Pedro,3,21/07/2025,15/08/2025,---,---,---,---,---
,JURÍDICO,1. Ampliação na assinatura de contratos dos serviços prestados,"Formalização nas aprovações e elaboração / simplificação dos modelos, do quadro resumo e do contrato guarda-chuva",Concluído,Pedro,---,01/01/2024,31/12/2024,---,---,---,---,---
,JURÍDICO,2. Atualização do Informativo Jurídico e elaboração do Acordo de Confidencialidade,Atualização do Informativo Jurídico com a informação do Seguro de Responsabilidade Civil Profissional e a inclusão do texto da Reforma Tributária / Elaboração do modelo de NDA - Non Disclosure Agreement (Acordo de Confidencialidade),Concluído,Pedro,---,19/05/2025 + 08/07/2025,19/05/2025 + 17/07/2025,---,---,---,---,---
,JURÍDICO,3. Reforma tributária e adequações contratuais,Entendimento da reforma tributária e adequação/elaboração/inclusão de cláusulas contratuais / comerciais,Iniciado,Pedro | Lilian,---,20/03/2025 + 24/04/2025,31/12/2025,"Elaboração da ""observação"" incluída nas propostas e palestra Sinaenco",---,---,,
,JURÍDICO,4. Elaboração de indicadores do Jurídico,Indicadores de contratos/aditivos/distratos/termos assinados por mês e de reajustes aplicados/enviados,Iniciado,Pedro,3,21/07/2025,15/08/2025,---,---,---,---,---
,OUTRAS ATIVIDADES,1. Cadastro: Controle de Transporte de Resíduos Eletrônico x Autoridade Municipal de Limpeza Urbana x SP REGULA,"Pesquisa normativa e contatos telefônicos com a prefeitura, com auxílio da Lilian e da Ágil",Concluído,Pedro,---,03/09/2024,12/09/2024,---,---,---,---,---
,OUTRAS ATIVIDADES,2. Obtenção do Certificado de Licenciamento Integrado (CLI),"Pesquisa normativa e preenchimento de formulários, com auxílio da Lilian e da Ágil",Concluído,Pedro,---,10/05/2024,22/05/2024,---,---,---,---,---
,OUTRAS ATIVIDADES,3. Renovação do Seguro de Responsabilidade Civil Profissional (E&O),Pesquisa e ampliação na quantidade de corretoras cotadas,Concluído,Pedro,---,04/04/2025,07/05/2025,ALPER / FELTON / GALLAGHER / JLZ / VOKAN / WTW,---,---,"Prêmio Total                                                                                              2019/2020 x 2025/2026 = -38,92%                                 2023/2024 x 2025/2026 = -17,05%                            2024/2025 x 2025/2026 = -1,42%",
,OUTRAS ATIVIDADES,4. Contratação do cadastro das indústrias do estado de São Paulo (aprox. 16 mil indústrias),"E-mail, contato telefônico/WhatsApp e negociação com o Cadastro Industrial Brasil",Concluído,Pedro,---,12/04/2024,30/04/2024,---,---,---,---,---
,OUTRAS ATIVIDADES,5. Negociação e inclusão de novos restaurantes conveniados (Oba Oba e Bar da Chácara),"Prospecção de novos restaurantes na região e negociação do valor, com auxílio da Lilian",Concluído,Pedro,---,07/03/2024 + 05/08/2024,01/04/2024 + 12/08/2024,---,---,---,---,---
,OUTRAS ATIVIDADES,"6. Pesq. de legislações e atualizações normativas: inspeção predial, autovistoria, 38 NRs e NBR 17019","Pesq. de legislações e atualizações normativas: inspeção predial, autovistoria, 38 NRs e NBR 17019",Concluído,Pedro,---,29/07/2024 + 02/09/2024 + 05/12/2024,"Tempo estimado entre 3 e 5 dias, em média",---,---,---,---,---
,OUTRAS ATIVIDADES,7. Cadastro Petrobras: PORTAL PETRONECT + MINHA PETRONECT com aprovação dos critérios “legal” e “linha de fornecimento” + Atualização Cadastral,"Leitura de manuais, preenchimento de formulários, elaboração de documentos etc",Iniciado,Pedro,---,31/07/2024 + 28/10/2024 + 09/01/2025 + 17/03/2025 + 28/04/2025 + 27/05/2025 + 30/06/2025 + 01/07/2025,31/12/2025,"Critérios ""Econômico"" e ""Integridade""                                                     Disponibilização do Balanço Patrimonial e da DRE de 2024                                                                  Atualização do Ativo",---,---,---,---
,OUTRAS ATIVIDADES,"8. Finalização da entrega dos relatórios dos lojistas dos 19 shoppings da Multiplan, 5064 relatórios","Gerenciamento equipes/entregas, comunicação com a holding e com os shoppings, com auxílio de toda a equipe",Concluído,Pedro,---,01/01/2024,12/04/2024,---,---,---,---,---
,OUTRAS ATIVIDADES,9. Gerenciamento da disponibilização da documentação pelos 11 shoppings da Terral e para os parceiros,"Elaboração e preenchimento de planilha, follow ups internos e externos, com auxílio do Victor, Bruna, Lucas e Thiago",Concluído,Pedro,---,04/10/2024,31/12/2024,---,---,---,---,---
,OUTRAS ATIVIDADES,10. Cadastro na GOL - VOEBIZ + PORTAL EMPRESAS - AZUL - VOEAZUL + LATAM CORPORATE + ACCOR - ALL - ACCOR LIVE LIMITLESS,"Pesquisa/leitura das informações de cadastramento, cadastro, elaboração/envio das documentações, expedição de documentos e certidões atualizadas",Concluído,Pedro,---,23/12/2024,31/12/2024,Envio dos documentos por e-mail em 17/04/2025,---,---,---,---
,OUTRAS ATIVIDADES,"11. Auditoria interna do SGI no ADM | Webinar Oitchau ""A Nova Era da NR-1 e da Gestão de Pessoas"" | Reunião Ocupacional SS ""Risco Psicossocial - Atualização NR1"" | Palestra Sinaenco ""Saúde e Segurança: Atualização NR1 e CIPA"" | Webinar Bureau Veritas ""Sustentabilidade conectada aos Sistemas de Gestão"" | Certification Talks Bureau Veritas ""O que esperar da ISO 9001:2026?"" | Homologação/Aprovação do Carrefour na plataforma G-Certifica | Webinar Bureau Veritas ""Principais Mudanças e Gestão dos Riscos Psicossociais"" | Entrevista Presencial Beatriz F. e Bruna | Revisão do modelo de relatório Due Diligence XP | Questionário ESG - Fornecedores Iguatemi | Reunião Berrytech + Financeira | Apresentação ""Agenda BGF"" | Masterclass Ius Natura ""Um Dia a Mais | NR 01 e sua importância na Saúde e Segurança do Trabalho""",Atualizar / revisar / preencher documentos diversos,Concluído,Pedro,---,05/05/2025 + 14/05/2025 + 20/05/2025 + 29/05/2025 + 06/06/2025 + 10/06/2025 + 03/06/2025 + 17/06/2025 + 25/06/2025 + 03/07/2025 + 04/07/2025 + 23/07/2025 + 23/07/2025 + 24/07/2025,06/05/2025 + 14/05/2025 + 20/05/2025 + 29/05/2025 + 06/06/2025 + 10/06/2025 + 11/06/2025 (aprovação) + 17/06/2025 + 25/06/2025 + 03/07/2025 + 11/07/2025 + 23/07/2025 + 25/07/2025 + 24/07/2025,---,---,---,---,---
,QUALIDADE,1. Melhorar qualidade dos relatórios,Adoção / revisão das ações padrões e outras melhorias na coleta e na elaboração,Iniciado,Flávio | Pedro,4,03/02/2025,29/08/2025,Adrian Tsallis,---,---,---,---
,QUALIDADE,2. Padronização / checklist,"Desenvolvimento e utilização de checklist, exemplo, na Multiplan (termografia | casa de máquinas)",Iniciado,Flávio | Pedro,---,17/07/2023,31/10/2025,---,---,---,---,---
,QUALIDADE,3. Treinamento equipe,Cronograma de treinamentos,Concluído,Nayara | Beatriz | Pedro,---,21/01/2025,12/02/2025 + 13/02/2025,Shopping Pátio Higienópolis,---,---,---,---
,QUALIDADE,4. Visual mais clean,"Interface entre TI, SGI e Engenharia, exemplo, na Multiplan (GUT x Plataforma BGF Gerenciamento)",Iniciado,Flávio | Pedro,---,14/05/2024,28/11/2025,---,---,---,---,---
,ADMINISTRAÇÃO ,"1. OMIE Despesas ( Vex….)
",Colocar todas as despesas no omie.,Concluído,Beatriz,,01/02/2024,01/05/2024,,-,-,-,-
,ADMINISTRAÇÃO ,"2. Redução de Custos com Despesas 
","Utilizar os novos recursos de cadastros feitos pelo Pedro, para tentar atingir um custo melhor. Ex:  GOL - VOEBIZ + PORTAL EMPRESAS - AZUL - VOEAZUL + LATAM CORPORATE + ACCOR - ALL - ACCOR LIVE LIMITLESS",Periódico,Beatriz,2,01/07/2024,01/07/2025,,-,-,-,-
,ADMINISTRAÇÃO ,"3. Organização da logística
","Conversas diáriamente com a Nayara, para definir as pessoas, cronogramas e demais",Periódico,Beatriz,1,01/01/2024,,,-,-,-,-
,ADMINISTRAÇÃO ,"4. Trabalhar por projetos 
","Alocar todos as despesas por projetos no vexpenses, para que no omie seja mais visivel está ação",Concluído,Beatriz,,01/07/2024,01/11/2024,,-,-,-,-
,ADMINISTRAÇÃO ,5. Emissão da ND ,Ensinar a Leticia a emitir a ND. Porém somente em casos emergênciais.  ,Concluído,Beatriz,,01/07/2025,01/10/2024,,-,-,-,-
,ADMINISTRAÇÃO ,6. Compartilhar com comercial despesa ESTIMADO VS REAL,"Mostrar realmente o que foi estimado com que foi gasto, e detalhar os detalhes. ",Iniciado,Beatriz,3,15/01/2025,15/12/2025,,-,-,-,-
,SGI,1. Garantir certificação 2025,Cumprimento de todos os requisitos das normas ISO 9001 / ISO 14001 e ISO 45001.,Concluído,Juciele,,20/12/2023,08/03/2024,,15/01/2024,14/03/2024,"R$ 30.000,00",
,SGI,2. Revisitar todos os indicadores de desempenho,Analisar periodicamente se os objetivos e metas estão condizentes com a realidade da empresa e se de fato estão fornecendo parâmetros para melhoria contínua.,Periódico ,Juciele,,20/12/2023,07/02/2024,,20/12/2023,07/02/2024,"R$ 400,00",
,SGI,3. Treinar 100% do Escritório e 50% Engenheiros (Sugestão: ampliar meta de engenheiros),Incluir o máximo de pessoas nos treinamentos e rotinas do SGI,Concluído,Juciele,,18/04/2024,18/04/2024,,18/04/2024,18/04/2024,"R$ 1.400,00",
,SGI,"4. Ter mais dois auditores líderes com acreditação - RAC 
",Será realizado pelos colaboradores Pedro Henrique e Ana Newman. A instituição escolhida foi a Bureau Veritas por fornecer a acreditação RAC. Estamos em fase de negociação de valores para curso presencial.,Concluído,Juciele,,24/01/2025,,,01/07/2024,30/11/2024,"R$ 18.000,00",
,SGI,"5. Ampliar conceito do SGI
",Engajar o maior número de pessoas nas rotinas do SGI,Concluído,Juciele,,-,-,,-,-,-,-
,SGI,"6. Utilizar as ferramentas que temos efetivamente 
",Utilizar as planilhas online e plataformas que temos,Concluído,Juciele,,-,-,,-,-,-,-
,SGI,7. Cumprir os prazos do cronograma anual de forma assertiva,Estabelecer o cronograma e ser fiel as datas,Concluído,Juciele,,-,-,,-,-,-,-
,SGI,8. Campanha de conscientização - Meses e cores,Não apresentou boa performance durante as DR's. Será mantido em formato informativo (imagem) enviado por email.,Concluído,Juciele,,15/01/2025,,,15/01/2025,,,
,SGI,9. Plano anual de treinamentos,"Criar formulário de sugestões, definir os treinamentos mais relevantes e criar o plano anual",Concluído,Juciele,,15/01/2025,,,15/01/2025,,,
,SGI,"Publicar o primeiro Relatório Anual de Desempenho do SGI com resultados, metas e melhorias implementadas",Desenvolver o Relatório - 2025,,Juciele,1,31/10/2025,,,,,,
,SGI,Conquistar recertificação sem nenhuma não conformidade maior,Realizar pente fino no sistema para receber a auditoria externa,,Juciele,2,31/10/2025,,,,,,
,SGI,Engajar a liderança operacional na utilização do Plano de Gerenciamento de Gerenciamento de Ações,Melhorar a comunicação entre SGI e as lideranças operacionais,,Juciele,3,31/10/2025,,,,,,
,SGI,Realizar benchmarking (Análise Comparativa) com outra empresa certificada na ISO 9001 para identificar as melhores práticas do mercado e aprimorar nossos processos,Buscar parceiros dispostos a realizar a atividade,,Juciele,4,1º Sem 2026,,,,,,
,SGI,Promover pelo menos 1 campanha anual de conscientização ambiental interna. Por exemplo: Bate papo sobre ODS ONU,Definir tema e inserir no cronograma ISO,,Juciele,5,2026,,,,,,
,SGI,"Manter pelo menos 1 campanha anual de saúde com a palestrante Nelma da Mary Kay ou outra (ex: saúde mental, alimentação, cuidados com o bem-estar etc.) com a participação do pessoal de campo",Definir tema e inserir no cronograma ISO,,Juciele,6,2026,,,,,,
,SGI,Realizar consulta aos trabalhadores sobre temas para realização de simulação de emergência 2026,Elaborar formulário de consulta aos trabalhadores,,Juciele,7,1º Sem 2026,,,,,,
,DESENVOLVIMENTO,1. Manutenção x GUT,Estar disponível e monitorar a plataforma de logs (SLACK) para identificar e solucionar bugs. Grupo dedicado a suporte.,Periódico,Arysson,,-,-,,-,-,-,-
,DESENVOLVIMENTO,2. Buscar novas tecnologias para demandas atuais ,"Realização de estudos de mercado para compreender as necessidades dos clientes e testes de aplicabilidade para novas e emergentes tecnologias. EX: cursor, Dola AI.",Periódico,Arysson,2,-,-,,-,-,-,-
,DESENVOLVIMENTO,3. Automatização de processos,"Identificar processos repetitivos e manuais que possam ser automatizados por meio de scripts, além de verificar o funcionamento dos scripts já desenvolvidos.",Concluído/ Periódico,Arysson,,-,-,,-,-,-,-
,DESENVOLVIMENTO,4. Organizar Plataforma,Foi solicitado pelo GUT a exclusão\edição de abas para tipos de clientes diferentes.,Concluído,Arysson,,01/06/2023,,,-,01/08/2023,-,-
,DESENVOLVIMENTO,5. Conhecimento do APP de auditoria ,"Reuniões semanais são realizadas com o objetivo de compreender as funcionalidades e aprimorá-las, aprendendo na prática. ",Periódico,Arysson,3,16/01/2024,,,16/01/2024,-,,
,DESENVOLVIMENTO,6. Faturamento de análise de projetos,Fases de testes e realeases.,Iniciado,Arysson,,21/12/2022,,,01/11/2022,,,
,DESENVOLVIMENTO,7. Melhorias plataforma,Requisições de melhorias foram encaminhadas para todas as áreas da plataforma. Essas requisições estão sendo organizadas de acordo com a metodologia Scrum para serem implementadas em sprints de melhoria.,Periódico,Arysson,,,,,,,,
,DESENVOLVIMENTO,8. Fazer alteração de relatórios do Xavier,"Foi aprendido sobre a estrutura do banco de dados do aplicativo de auditoria e sobre a funcionalidade do Jasper para criar, alterar e modificar relatórios.",Concluído,Arysson,,16/01/2024,21/05/2024,,16/01/2024,21/05/2024,-,-
,DESENVOLVIMENTO,9. Alterar APP movel de Android,Topico constante nas reuniões com Xavier. é um item que já fazemos algumas alterações Complexas ,Concluído/ Periódico,Arysson,,,,,14/08/2024,,,
,DESENVOLVIMENTO,10. APP Com Backup com Google Drive ,Periodo de teste e releases,Concluído,Arysson,,,,,10/10/2024,,,
,DESENVOLVIMENTO,11. Aprendizado de  Maquina,Usar nosso acervo de informações para  ensinar a maquina afim de desenvolver serviços agregatorios,Iniciado,Arysson,,,,,17/12/2024,,,
,DESENVOLVIMENTO,12. SPCI e MSC,Implantar um sistema de gerenciamento de acordo com a demanda do cliente,Concluído,Arysson,,,,,,,,
,DESENVOLVIMENTO,12. Melhorias APP de Auditoria,"Aprender sobre o app, identificar erros e trazer melhorias",Iniciado,Arysson,,,,,19/12/2024,,,
,DESENVOLVIMENTO,13. BPM - Business Process Management (mapeamento de processos),"Identificando e listando processos da empresa, criando fluxos visuais. analisando pontos criticas e propondo soluções tecnologicas ex: auditorias, revisao",Periódico,Arysson,1,,,,,,,
,DESENVOLVIMENTO,14. Follow Up,Sistema de follow_up que permita a gestão das atividades da equipe de forma eficiente e contabilize o tempo demandado para cada atividade,Iniciado,,,,,,,,,
,DESENVOLVIMENTO,15. APP Coletor,Desenvolvimento de um novo app de coleta buscando facilitar e organizar melhor as informações da auditoria,Iniciado,,,,,,,,,
,TI,1. Massificar descarregamento,"Todos os colaboradores da equipe de TI agora dispõem de computadores destinados à transferência de dados para o servidor. Além disso, foram desenvolvidos scripts para automatizar processos que anteriormente eram realizados manualmente.",Concluído,Marco,,11/07/2023,15/11/2023,,,,0 R$,0 R$
,TI,2. Automatizar Back up Implantar NAS para back up na casa FF,"Periodicamente, as rotinas de backup são verificadas para assegurar a confiabilidade do sistema operacional dos servidores e a integridade dos arquivos. NAS adquirido, falta implantar na casa do FF",Concluído,Marco,2,24/11/2024,15/02/2025,,,,"R$ 14.000,00","R$ 13.000,00"
,TI,3. Eliminar trabalho de fim de semana e noturno,"Em situações normais, o trabalho aos finais de semana e feriados foi quase completamente eliminado. No entanto, em casos especiais, pode ser necessária a presença de um membro da equipe para realizar a manutenção de algum equipamento ou para executar um projeto que não pode ser realizado durante a semana.",Concluído,Marco,,11/01/2023,25/01/2023,,,,-,-
,TI,4. Auto suficiência,"Alguns problemas, como falhas na internet, questões físicas nos servidores ou erros no aplicativo de auditoria, dependem de terceiros para serem resolvidos. Além disso, são eventos periódicos e de difícil previsão.",Periódico,Marco,,-,-,,,,-,-
,TI,5. Facilitar aprendizagem,"Periodicamente são ministrados treinamentos a respeito de novos processos que surgem ao longo do tempo dentro do setor, inclusive treinamentos em relação ao aplicativo de coleta e de desktop.",Periódico,Marco,3,-,-,,,,0 R$,0 R$
,TI,6. Procedimentos mais simples e objetivos,"Os procedimentos de TI foram revisados com o objetivo de deixa-los mais simples e objetivos, porém ainda contam com muitos passos e processos. ",Concluído,Marco,,27/11/2023,-,,,,0 R$,0 R$
,TI,7. Servidor dedicado a VPN para evitar falhas,"Para resolver problemas de conexões via VPN, foi implementado um servidor dedicado exclusivamente às conexões dos colaboradores em regime de home office.",Concluído,Marco,,27/12/2023,23/02/2024,,,,"R$ 29.306,00","R$ 24.160,01"
,TI,8. Verificar armazenamento ,Acessar dados em nuvem e armazenamento de hds,Periódico,Marco,,,,,,,,
,TI,8. monitorar recursos do antivirus,Sempre monitorar recusos do nosso antivirus visando segurança para rede ,Periódico,Marco,,,,,,,,
,TI,9. Aumentar confiabilidade no processo de extração de Auditoria ,"Todo o processo, incluindo a auditoria, foi analisado com o objetivo de eliminar erros. Além disso, foram adquiridos novos tablets mais modernos para a coleta de dados durante a auditoria, visando reduzir e mitigar falhas.",Periódico,Marco,1,,,,,,,
,TI,10. Inventario de equipamentos,Foi criada a opção de solicitação de equipamentos via plataforma utilizando o inventário desenvolvido pelo Arthur.,Concluído,Marco / Arysson,,,,Plataforma,,,,
,TI,11. Criptografar Senhas,Criptografamos nossas senhas coma  ajuda do softgware padloc. trazendo mais confiabilidade para empresa,Concluído,Marco,,28/12/2023,,,,,,
,TI,12. Gestão de ativos,Foram adquiridos novos equipamentos de auditoria ,Concluído,Marco,,,,,,,,
,TI,13. Documento de politica e privacidade BGF LGPD,Foi elaborado um documento de privacidade e segurança de rede para a empresa com foco na lei da LGPD,Iniciado,Marco,,,,Está em fase de aprovação.,,,,
,TI,14. Levantamento de itens de segurança de rede (Samir),Itens pertinentes a segurança de rede da BGF estão sendo executados para melhorias continuas no ambiente presencial/home office.,Iniciado,Marco,,,,,,,,
,TI,15. Reuniões semanais da coordenação x TI para alinhamento de projetos com progresso de cada um.,"São realizadas reuniões semanais com o Flávio, Nayara e a equipe de TI para alinhar os projetos que estão em andamento no momento. ",Periódico,Marco,,,,,,,,
